solo	Sólo
	,
todo	todo
lo	lo
que	que
dexan	dejan
para	para
sus	sus
deudos	deudos
se	se
haze	hace
carne	carne
y	y
sangre	sangre
	,
y	y
aqui	aquí
nada	nada
llega	llega

Y	Y
es	es
que	que
abra	habrá
de	de
saber	saber
Vm	VM
q	que
	,
antes	antes
que	que
cumpliesse	cumpliese
la	la
penitencia	penitencia
q	que
se	se
me	me
hecho	hecho
en	en
el	el
auto	auto
general	general
q	que
se	se
hizo	hizo
en	en
esta	esta
ciud	ciudad
el	el
año	año
passado	pasado
.	,
por	por
el	el
mes	mes
de	de
mayo	mayo
me	me
bolvieron	volvieron
a	a
prehender	aprehender
otra	otra
bez	vez
por	por
el	el
Santo	Santo
Offico	Oficio
d	de
esta	esta
Ciud	ciudad
	,
donde	donde
me	me
bi	vi
muy	muy
afflijido	afligido
por	por
ser	ser
otra	otra
bez	vez

ellas	Ellas
tienen	tienen
al	al
presente	presente
rassonable	razonable
salida	salida

Cuenca	Cuenca
	,
a	a
22	22
de	de
novie	noviembre
de	de
1655	1655
años	años

y	Y
a	a
vista	vista
de	de
lo	lo
q	que
su	su
dulze	dulce
Espu	espíritu
Jesuxpo	Jesucristo
N	Nuestro
Sr	Señor
padeçio	padeció
,	,
no	no
sufrira	sufrirá
el	el
cariño	cariño
de	de
V	vuestra
R	reverenda
dexar	dejar
de	de
imitarle	imitarle
,	,
procurando	procurando
tener	tener
sienpre	siempre
sed	sed
de	de
nuevos	nuevos
tormtos	tormentos

su	Su
magestad	Majestad
dicen	dicen
estaba	estaba
en	en
case	casa
del	del
conde	conde
de	de
baragas	Barajas
mirando	mirando
tan	tan
gran	gran
perdicion	perdición
i	y
lastima	lástima

La	La
fee	fe
que	que
tenia	tenía
de	de
que	que
los	los
spsalmos	salmos
de	de
ese	ese
david	David
avian	habían
de	de
causar	causar
algun	algún
efecto	efecto
oy	hoy
viernes	viernes
,	,
y	y
visto	visto
no	no
a	ha
surtido	surtido
ninguno	ninguno
,	,
oblig	obliga
a	a
acçelerar	acelerar
la	la
id	ida
a	a
por	por
los	los
polvos	polvos
	,
por	por
si	si
con	con
ellos	ellos
recive	recibe
algun	algún
aliento	aliento
la	la
llaga	llaga

y	Y
V	vuestra
R	reverenda
reciba	reciba
del	del
pe	padre
fr	fray
Anto	Antonio
y	y
pe	padre
fr	fray
P.	P.
el	el
retorno	retorno
de	de
las	las
suias	suyas

lo	Lo
q	que
me	me
desagrada	desagrada
mucho	mucho
es	es
en	en
no	no
Venir	venir
a	a
Verme	verme
a	a
menudo	menudo

la	La
buena	buena
Voluntas	voluntad
esta	está
estampada	estampada
en	en
mi	mí
y	y
en	en
toda	toda
la	la
familia	familia

que	Que
hagan	hagan
lo	lo
que	que
quisieren	quisieren
	,
que	que
no	no
tengo	tengo
miedo	miedo
que	que
me	me
maten	maten
ni	ni
me	me
quiten	quiten
nada	nada

servidor	Servidor
de	de
Vm	VM
	,
Manuel	Manuel
Enrriquez	Enríquez
Sr	Señor
Miguel	Miguel
Benito	Benito

de	De
la	la
possda	posada
	,
30	30
de	de
mayo	mayo
655	655
anos	años

si	Si
acaso	acaso
llegare	llegare
a	a
tus	tus
manos	manos
	,
por	por
amor	amor
de	de
dios	Dios
	,
le	le
digas	digas
a	a
mi	mi
padre	padre
si	si
quiere	quiere
que	que
no	no
reniege	reniegue
	,
que	que
me	me
rescate	rescate
	,
que	que
le	le
prometo	prometo
de	de
ser	ser
su	su
esclabo	esclavo
toda	toda
mi	mi
bida	vida
	,
que	que
mas	más
quiero	quiero
serlo	serlo
suyo	suyo
que	que
de	de
un	un
moro	moro
renegado	renegado

doi	Doy
muchas	muchas
grasias	gracias
por	por
tantos	tantos
regalos	regalos
como	como
me	me
enbia	envía
i	y
le	le
pido	pido
me	me
de	dé
pasiensia	paciencia

y	Y
si	si
no	no
lo	lo
haçes	haces
te	te
aseguro	aseguro
lo	lo
as	has
de	de
pagar	pagar
con	con
las	las
setenas	setenas
	,
y	y
no	no
te	te
an	han
de	de
valer	valer
tranpas	trampas
ni	ni
fueros	fueros
nuebos	nuevos

serbidor	Servidor
de	de
Vmd	VM
	,
Anto	Antonio
de	de
Cacares	Cáceres
Sor	Señor
bernardo	Bernardo
portelo	Portelo

Haviendo	Habiendo
visto	visto
yo	yo
este	este
auto	auto
	,
fui	fui
a	a
hacer	hacer
la	la
obligacion	obligación
obligando	obligando
y	e
ypotecando	hipotecando
todos	todos
los	los
vienes	bienes
que	que
ay	ahí
tengo	tengo
	,
en	en
virtud	virtud
del	del
poder	poder
que	que
tengo	tengo
de	de
mis	mis
hermanas	hermanas
para	para
hacer	hacer
y	y
deshacer	deshacer
d	de
ellos	ellos
como	como
me	me
pareciere	pareciere
	,
el	el
qual	cual
esta	está
en	en
poder	poder
de	de
Vm	VM

tu	Tu
marido	marido
Andres	Andrés
de	de
batres	Batres
las	Las
cartas	cartas
que	que
m	me
escribieren	escribieren
an	han
de	de
benir	venir
a	a
oran	Orán
remitidas	remitidas
a	a
Jacobo	Jacobo
Cancino	Cansino
	,
judio	judío
	,
y	y
por	por
el	él
se	se
a	ha
de	de
tratar	tratar
el	el
rescate	rescate
en	en
Çale	Zale

desdichadamente	Desdichadamente
va	va
mejorando	mejorando

esta	Esta
cantidad	cantidad
porqu	porque
es	es
para	para
acallar	acallar
i	y
Remediar	remediar
a	a
una	una
persona	persona
que	que
quiere	quiere
dar	dar
a	a
ustedes	ustedes
una	una
grande	grande
pesadumbre	pesadumbre

ermano	Hermano
de	de
vmd	VM
que	que
le	le
estima	estima

Muy	Muy
siervo	siervo
de	de
V	vuestra
R	reverenda
sienpre	siempre
	,
fr	fray
Andres	Andrés
de	de
Sta	Santa
Teresa	Teresa
Mi	Mi
Me	madre
Antonia	Antonia
Teresa	Teresa
de	de
Jhs	JHS

Amigo	Amigo
D	don
Pedro	Pedro
Moreno	Moreno

y	Y
por	por
esto	esto
no	no
se	se
entiende	entiende
q	que
deje	deje
vmd	VM
de	de
darle	darle
,	--
lo	lo
q	que
tubiere	tuviere
necesd	necesidad
en	en
la	la
conformidad	conformidad
,	,
q	que
estas	estas
veces	veces
se	se
lo	lo
tengo	tengo
suplicado	suplicado
,	--
q	que
lo	lo
estimare	estimaré
como	como
debo	debo
,	,
pues	pues
tengo	tengo
obligacion	obligación
a	a
todo	todo

Valld	Valladolid
	,
novibre	noviembre
21	21
de	de
1682	1682

sientolo	Siéntolo
por	por
vmd	VM
	,
que	que
esta	está
a	a
la	la
vista	vista
de	de
la	la
cassa	casa

si	Si
acasso	acaso
me	me
escribieres	escribieres
	,
benga	venga
yndilgada	endilgada
la	la
carta	carta
en	en
cassa	casa
de	de
don	don
pedro	Pedro
Panyagua	Paniagua
	,
mercader	mercader
en	en
esta	esta
suid	ciudad

y	Y
que	que
este	este
accidente	accidente
se	se
le	le
avia	había
manifestado	manifestado
a	a
su	su
mrd	merced
a	a
boca	boca

v	Vuestra
r	reverenda
me	me
encomiende	encomiende
a	a
Dios	Dios
que	que
me	me
gde	guarde
a	a
v	vuestra
r	reverenda
como	como
le	le
suplico	suplico

dios	Dios
lo	lo
dispondra	dispondrá
	,
si	si
combiene	conviene
	,
pa	para
mayor	mayor
gloria	gloria
suya	suya

i	Y
assi	así
	,
por	por
el	el
amor	amor
de	de
Dios	Dios
	,
me	me
abises	avises
de	de
la	la
buestra	vuestra
	,
Por	por
si	si
acaso	acaso
fuera	fuera
la	la
Postrera	postrera
	,
porque	porque
estoi	estoy
tan	tan
legos	lejos
quanto	cuanto
no	no
es	es
desible	decible
	,
que	que
esta	ésta
a	ha
sido	sido
una	una
ocasion	ocasión
que	que
mas	más
Parese	parece
de	de
milagro	milagro
que	que
de	de
costumbre	costumbre

este	Éste
fue	fue
el	el
mayor	mayor
motivo	motivo
por	por
donde	donde
se	se
sero	cerró
en	en
no	no
despachar	despachar

que	Que
siento	siento
mucho	mucho
que	que
en	en
esto	esto
no	no
te	te
obedezca	obedezca
pedro	Pedro
como	como
hermano	hermano
menor	menor
	,
y	y
me	me
pareze	parece
muy	muy
mal	mal

y	Y
yo	yo
me	me
obligo	obligo
de	de
sacar	sacar
a	a
paz	paz
y	y
a	a
salvo	salvo
a	a
mi	mi
primo	primo
con	con
el	el
favor	favor
de	de
Dios	Dios
	,
que	que
para	para
cada	cada
testigo	testigo
abra	habrá
su	su
tacha	tacha
que	que
ponerle	ponerle
	,
como	como
se	se
vera	verá

y	Y
yo	yo
me	me
alegre	alegré
mucho	mucho
fuese	fuese
el	el
orden	orden
pa	para
q	que
V	vuestra
R	reverenda
tuviese	tuviese
ese	ese
poco	poco
consuelo	consuelo

y	Y
q	que
tambien	también
se	se
le	le
imbie	envíe
testimonio	testimonio
con	con
caveza	cabeza
y	y
pie	pie
de	de
la	la
qta	cuenta
del	del
Alcançe	alcance
	,
q	que
en	en
ella	ella
se	se
hizo	hizo
a	a
s	su
exa	excelencia
liquido	líquido
	,
q	que
yo	yo
creo	creo
son	son
120571	120571
Rs	reales

Los	Los
dias	días
pasados	pasados
escrebi	escribí
a	a
vmd	VM
en	en
fe	fe
de	de
que	que
me	me
lo	lo
mando	mandó
por	por
su	su
carta	carta
i	y
no	no
e	he
tenido	tenido
repuesta	respuesta

y	Y
assi	así
	,
sera	será
bien	bien
que	que
vm	VM
se	se
traygua	traiga
a	a
su	su
hixa	hija
a	a
d	de
agreda	Ágreda
a	a
trueque	trueque
que	que
vm	VM
la	la
vea	vea
	,
porque	porque
a	ha
catorse	catorce
años	años
que	que
salio	salió
de	de
çaragoça	Zaragoza

Toledo	Toledo
	,
y	y
novenbre	noviembre
8	8
de	de
1655	1655

digo	Digo
que	que
aquellos	aquellos
señores	señores
salieron	salieron
muy	muy
Bien	bien
despachados	despachados
por	por
la	la
puerta	puerta
	,
fuera	fuera
de	de
la	la
torre	torre
d	de
esta	esta
pescaderia	pescadería
	,
que	que
ansi	así
se	se
llama	llama
en	en
esta	esta
ciud	ciudad

y	Y
traeras	traerás
de	de
aqui	aquí
adelante	adelante
un	un
librito	librito
muy	muy
carnoso	carnoso
,	,
e	y
yo	yo
haré	haré
otro	otro
	,
y	y
ajustaremos	ajustaremos
cada	cada
tres	tres
nras	nuestras
quentas	cuentas

no	No
se	se
ofresse	ofrece
mas	más
	,
sino	sino
que	que
nuesttro	Nuestro
señor	Señor
te	te
me	me
gde	guarde
y	y
te	te
me	me
deje	deje
ber	ver
con	con
la	la
salud	salud
que	que
yo	yo
te	te
deseo	deseo
	,
en	en
compa	compañía
de	de
mis	mis
hermanos	hermanos
y	y
mis	mis
yjos	hijos

y	Y
si	si
digo	digo
algo	algo
q	que
llegase	llegase
a	a
tu	tu
noticia	noticia
malsonante	malsonante
	,
seria	sería
en	en
correspondencia	correspondencia
de	de
los	los
q	que
me	me
dicen	dicen
q	que
tu	tú
te	te
dexas	dejas
hablar	hablar

tu	Tu
amigo	amigo
que	que
bien	bien
te	te
desea	desea
	,
Dn	don
Joseph	José
Antto	Antonio
guitian	Guitián
Losada	Losada
y	y
quiroga	Quiroga

estimo	Estimo
su	su
salud	salud
y	y
de	de
la	la
mas	más
obligacion	obligación
que	que
mi	mi
Sr	señor
le	le
aumte	aumente
como	como
puede	puede
y	y
desseo	deseo
a	a
dios	Dios
gracias	gracias

si	Si
acasso	acaso
saliere	saliere
alguna	alguna
persona	persona
segura	segura
que	que
benga	venga
a	a
esta	esta
suidad	ciudad
	,
tte	te
Ruego	ruego
	,
si	si
acasso	acaso
me	me
hisistes	hicistes
unas	unas
camissas	camisas
que	--
que	que
dijistes	dijistes
me	me
abias	habías
de	de
haser	hacer
	,
me	me
las	las
Remitas	remitas
	,
que	que
jusgo	juzgo
no	no
llegaran	llegarán
a	a
mala	mala
ocasion	ocasión
	;
y	y
si	si
no	no
fuere	fuere
tal	tal
la	la
persona	persona
no	no
la	la
Remitas	remitas

En	En
ella	ella
decia	decía
a	a
vm	VM
como	como
nra	nuestra
zaballos	Ceballos
i	y
su	su
marido	marido
le	le
desean	desean
servir	servir
	,
y	y
con	con
quanta	cuánta
voluntad	voluntad
dieran	dieran
los	los
dineros	dineros
si	si
yo	yo
no	no
los	los
hubiera	hubiera
dado	dado
	,
y	y
quan	cuán
enamorado	enamorado
esta	está
el	el
buen	buen
Alo	Alonso
lopez	López
de	de
nra	nuestra
riojana	riojana
y	y
vza	vecina
	;
y	y
tiene	tiene
mucHa	mucha
raçon	razón
de	de
estarlo	estarlo

Amigo	Amigo
y	y
ssr	señor
mio	mío

y	Y
damos	damos
las	las
devidas	debidas
Grasias	gracias
de	de
lo	lo
mucho	mucho
que	que
se	se
digna	digna
en	en
Regalarnos	regalarnos
siendo	siendo
escusado	excusado
	,
pues	pues
save	sabe
tengo	tengo
de	de
obedeserle	obedecerle

palamos	Palamós
	,
i	y
febrero	febrero
22	22
de	de
1676	1676

la	La
pastilla	pastilla
no	no
ymporta	importa
nada	nada

i	Y
perdoneme	perdóneme
vm	VM
estos	estos
enfados	enfados
	,
por	por
amor	amor
de	de
dios	Dios
	,
que	que
guarde	guarde
a	a
vm	VM

vro	Vuestro
amigo	amigo
	,
Joan	Joan
Vida	Vida
Señor	Señor
Pe	padre
Cura	cura
y	y
mi	mi
Amigo	amigo

esto	Esto
supuesto	supuesto
	,
y	y
por	por
este	este
lado	lado
intento	intento
esta	esta
primavera	primavera
por	por
mi	mí
o	o
perssona	persona
con	con
mi	mi
poder	poder
poner	poner
pleito	pleito
en	en
S	San
Franco	Francisco
y	y
decir	decir
de	dé
nullidad	nulidad
	,
si	si
dios	Dios
quiere	quiere
	,
y	y
me	me
da	da
salud	salud
y	y
ansi	ansí
lo	lo
puedo	puedo
tener	tener
entendido	entendido

bed	Ved
lo	lo
q	que
açeis	hacéis
	,
porq	porque
no	no
burletais	burletáis
con	con
onbre	hombre
q	que
os	os
a	ha
de	de
sufrir	sufrir
esas	esas
belleqrias	bellaquerías

esta	Ésta
allara	hallará
vmd	VM
con	con
la	la
salud	salud
a	a
Dyos	Dios

.	--
Juan	Juan
Rodrigues	Rodríguez
de	de
Amesquita	Amezquita
mil	Mil
grasias	gracias
sean	sean
dadas	dadas
a	a
nuestro	Nuestro
Sr	Señor
	,
que	que
fue	fue
servido	servido
que	que
llego	llegó
el	el
tienpo	tiempo
de	de
su	su
libarta	libertad
de	de
vmd	VM
y	y
de	de
nuestra	nuestra
ermana	hermana
,	--
y	y
sobrino	sobrino
:	,
y	y
que	que
llegue	llegué
a	a
ver	ver
carta	carta
firmada	firmada
de	de
su	su
mano	mano
co	con
la	la
que	que
tanto	tanto
dezeavamos	deseábamos

en	En
cuanto	cuanto
a	a
la	la
erenza	herencia
de	de
Luis	Luis
fernandes	Fernández
	,
angel	ángel
que	que
este	esté
en	en
el	el
sielo	cielo
,	,
no	no
ay	hay
de	de
que	qué
azer	hacer
cazo	caso
,	,
que	que
todo	todo
lo	lo
que	que
llevo	llevó
a	a
flandes	Flandes
le	le
dieran	dieran
por	por
perdido	perdido
,	--
sin	sin
quedar	quedar
nada	nada

Y	Y
	,
Ultimamente	últimamente
	,
si	si
Vm	VM
ympugnare	impugnare
	,
aga	haga
lo	lo
que	que
mejor	mejor
le	le
parezca	parezca
y	y
dejemoslo	dejémoslo
a	a
la	la
dispusion	disposición
de	de
Dios	Dios
	,
a	a
qn	quien
pido	pido
	,
si	si
fuere	fuere
de	de
su	su
agrado	agrado
	,
no	no
lo	lo
rretarde	retarde
y	y
gde	guarde
a	a
Vm	VM
y	y
nos	nos
de	dé
su	su
gracia	gracia

y	Y
con	con
todo	todo
cuidado	cuidado
parti	partí
luego	luego
a	a
buscarte	buscarte
y	y
ya	ya
era	era
tarde	tarde

de	De
VMd	VM
su	su
servidor	servidor
que	que
su	su
mano	mano
vesa	besa

Y	Y
crea	crea
Vm	VM
que	que
por	por
aca	acá
no	no
faltan	faltan
travajillos	trabajillos
	,
que	que
yo	yo
padezco	padezco
desde	desde
el	el
dia	Día
del	del
corpus	Corpus
o	o
El	el
año	año
de	de
84	84
un	un
achaque	achaque
de	de
gota	gota
en	en
los	los
pies	pies
que	que
m	me
e	he
mortificado	mortificado
vastante	bastante
	,
y	y
me	me
da	da
malos	malos
ratos	ratos
,	,
como	como
abra	habrá
partizipado	participado
a	a
Vm	VM
luis	Luis
sanchez	Sánchez
de	de
escandon	Escandón

y	Y
quejasse	quéjase
que	que
teniendolos	teniéndolos
tu	tú
de	de
tu	tu
partte	parte
no	no
ago	hago
yo	yo
faltta	falta
en	en
nada	nada
	,
que	que
me	me
abise	avise
de	de
lo	lo
que	que
Por	por
alla	allá
Passa	pasa
por	por
estenso	extenso
	,
que	que
lo	lo
esttimare	estimaré

solo	Sólo
siento	siento
que	que
es	es
poco	poco
	,
que	que
a	a
ser	ser
mucho	mucho
lo	lo
yziera	hiciera
de	de
la	la
mesma	misma
manera	manera
que	que
lo	lo
digo	digo

porq	Porque
vmd	VM
se	se
a	ha
de	de
serbir	servir
tener	tener
paçiençia	paciencia
hasta	hasta
el	el
1	1
freo	febrero
	,
q	que
los	los
cobrará	cobrará
de	de
amaro	Amaro
patiño	Patiño
	,
q	que
a	ha
de	de
dar	dar
ocho	ocho
	,
y	y
de	de
po	Pedro
nicolas	Nicolás
	,
q	que
a	ha
de	de
dar	dar
quatro	cuatro
	;
q	que
seran	serán
mas	más
sierbos	siervos
q	que
los	los
de	de
hoy	hoy

Quando	Cuando
fui	fui
a	a
la	la
posada	posada
,	,
digo	digo
	,
a	a
la	la
puerta	Puerta
del	del
sol	Sol
,	--
con	con
el	el
testimonio	testimonio
	,
que	que
eran	eran
las	las
çinco	cinco
	,
avias	habías
partido	partido

este	Este
correo	correo
se	se
a	ha
detenido	detenido
oy	hoy
porq	porque
e	he
andado	andado
ocupadisimo	ocupadísimo
y	y
despachando	despachando
otro	otro
correo	correo
propio	propio
a	a
Roma	Roma
por	por
sta	esta
	,
digo	digo
	,
pension	pensión
	,
porque	porque
tube	tuve
Aviso	aviso
mi	mi
sra	señora
la	la
Duqsa	duquesa
	,
por	por
hazer	hacer
molestia	molestia
	,
a	ha
ynbiado	enviado
a	a
Roma	Roma
a	a
contradezir	contradecir
la	la
dispensa	dispensa
	,
aun	aun
valiendose	valiéndose
de	de
algunos	algunos
medios	medios
no	no
buenos	buenos
	,
a	a
lo	lo
q	que
dizen	dicen
	,
digo	digo
	,
para	para
que	que
en	en
la	la
dataria	dataría
de	de
Roma	Roma
no	no
le	le
entreguen	entreguen
a	a
nro	nuestro
agente	agente
	,
poniendo	poniendo
ynserciones	inserciones
de	de
algun	algún
cardenal	cardenal
y	y
ansi	así

Dios	Dios
te	te
guarde	guarde
m	muchos
a	años
en	en
Vida	vida
de	de
la	la
sra	señora
Angela	Ángela
	,
a	a
quien	quien
daras	darás
de	de
mi	mi
Parte	parte
m	muchas
memorias	memorias

Señor	Señor
mio	mío

B	Besa
l	la
m	mano
de	de
vmd	VM
su	su
serbidor	servidor
	,
Domingo	Domingo
loriga	Lóriga
y	y
Andrade	Andrade
sor	Señor
mio	mío
	,
mi	mi
pozo	pozo
está	está
sin	sin
zoga	soga

mas	Mas
confio	confío
en	en
su	Su
devina	Divina
magd	Majestad
me	me
a	ha
Vmd	VM
de	de
favoreser	favorecer
	,
cuia	cuya
vida	vida
gde	guarde
libre	libre
de	de
trabajos	trabajos
i	y
a	a
todas	todas
las	las
causas	causas

que	Que
no	no
se	sé
que	qué
remedio	remedio
ha	ha
de	de
aver	haber
	,
pues	pues
si	si
van	van
exxecutores	ejecutores
cobran	cobran
de	de
sus	sus
salarios	salarios
100	100
Rs	reales
	,
que	que
eran	eran
los	los
que	que
me	me
avian	habían
de	de
traer	traer

la	La
cedula	cédula
de	de
los	los
260	260
Rs	reales
pondre	pondré
en	en
exn	ejecución
y	y
	,
si	si
me	me
los	los
dan	dan
	,
los	los
pondre	pondré
en	en
moneda	moneda
buena	buena
y	y
remitire	remitiré
a	a
vmd	VM
a	a
la	la
prima	primera
inbaon	invasión
	,
si	si
no	no
haze	hace
reparo	reparo
de	de
q	que
dize	dice
con	con
su	su
recibo	recibo

perdoneme	Perdóneme
la	la
Cortedad	cortedad
	,
q	que
no	no
es	es
como	como
desea	desea
mi	mi
afecto	afecto

Esta	Ésta
alle	halle
a	a
Vm	VM
con	con
la	la
salud	salud
que	que
yo	yo
le	le
deseo	deseo
	,
q	que
no	no
sera	será
poca	poca
en	en
vida	vida
de	de
su	su
espossa	esposa
de	de
Vm	VM
y	y
Miguelito	Miguelito
	,
cuias	cuyas
manos	manos
besso	beso

y	Y
quedo	quedo
con	con
arta	harta
pena	pena
de	de
las	las
q	que
V	vuestra
Ra	reverencia
me	me
dice	dice
esta	está
padeciendo	padeciendo
,	,
cuio	cuyo
alibio	alivio
por	por
lo	lo
q	que
a	a
mi	mí
toca	toca
le	le
procurare	procuraré
en	en
qto	cuanto
sea	sea
possible	posible
	,
porq	porque
deseo	deseo
q	que
V	vuestra
Ra	reverencia
viva	viva
con	con
consuelo	consuelo

dizen	Dicen
que	que
algunas	algunas
tropas	tropas
se	se
encontraron	encontraron
y	y
que	que
algunos	algunos
mil	mil
a	a
dos	dos
mil	mil
cavallos	caballos
fueron	fueron
desrotados	derrotados

pasiensia	Paciencia

y	Y
que	que
no	no
pudiese	pudiese
llegar	llegar
con	con
15	15
leguas	leguas
a	a
la	la
raya	raya
de	de
frasia	Francia
y	y
puertos	puertos
de	de
mar	mar
	,
y	y
sobre	sobre
todo	todo
duzientos	doscientos
asotes	azotes

espero	Espero
de	de
alcanar	alcanzar
34	34
tratando	tratando
a	a
sus	sus
interesses	intereses
de	de
vm	VM
con	con
mas	más
cuidado	cuidado
que	que
el	el
propio	propio

segda	Segunda
jornada	jornada

de	De
vmd	VM
	,
Basco	Basco
Pereira	Pereira
Barme	Bartolomé
Lopez	López
Telles	Telles

sirbiendose	Sirviéndose
dios	Dios
de	de
darnos	darnos
q	que
hazer	hacer
	,
entonces	entonces
no	no
ay	hay
sino	sino
Rogar	rogar
a	a
dios	Dios
por	por
buenos	buenos
tenporales	temporales

yo	Yo
fio	fío
de	de
la	la
prudençia	prudencia
,	--
y	y
religion	religión
de	de
Ud	usted
,	--
que	que
	,
reconocida	reconocida
a	a
las	las
atenciones	atenciones
paternales	paternales
que	que
halla	halla
en	en
los	los
Prelados	prelados
,	,
las	las
tendra	tendrá
a	a
Ud	usted
tan	tan
circunspectas	circunspectas
en	en
todas	todas
sus	sus
operaciones	operaciones
que	que
quitara	quitará
a	a
todos	todos
,	--
y	y
a	a
todas	todas
la	la
ocasion	ocasión
de	de
quejarse	quejarse
justamente	justamente
en	en
lo	lo
venidero	venidero

despues	Después
q	que
esta	está
recluso	recluso
en	en
casa	casa
del	del
Alcalde	Alcalde
	,
su	su
sia	señoría
a	ha
escrito	escrito
tres	tres
cartas	cartas
a	a
vsia	VSa
	,
las	las
unas	unas
se	se
entregaran	entregaran
al	al
licdo	licenciado
Xil	Gil
de	de
Luxan	Luján
y	y
las	las
otras	otras
llevo	llevó
el	el
hijo	hijo
de	de
la	la
Andadera	andadera
	,
q	que
se	se
llama	llama
frco	Francisco
alonso	Alonso
	,
q	que
traxo	trajo
otras	otras
de	de
vsia	VSa
	,
a	a
quien	quien
supco	suplico
las	las
mande	mande
se	se
cobren	cobren
	,
porque	porque
yban	iban
cartas	cartas
del	del
Marqs	marqués
mi	mi
sr	señor
y	y
de	de
su	su
sia	señoría

En	En
alemana	Alemania
va	va
marchando	marchando
el	el
exercito	ejército
imperial	imperial
para	para
topar	topar
los	los
franceses	franceses
	,
de	de
manera	manera
que	que
en	en
breve	breve
se	se
entendiere	entendiere
tambien	también
de	de
algun	algún
combate	combate

y	Y
visto	visto
que	que
no	no
havia	había
mas	más
de	de
7	7
	,
mandaron	mandaron
me	me
obligase	obligase
por	por
1500	1500
Rs	reales
	,
a	a
que	que
yo	yo
Replique	repliqué
y	y
bajaron	bajaron
300	300
Rs	reales
	,
porque	porque
dijeron	dijeron
que	que
lo	lo
que	que
no	no
se	se
aberiguaba	averiguaba
en	en
ocho	ocho
o	o
diez	diez
dias	días
no	no
se	se
aberiguaria	averiguaría
en	en
dos	dos
meses	meses
y	y
que	que
todo	todo
lo	lo
que	que
yo	yo
decia	decía
havia	había
de	de
constar	constar
por	por
Papeles	papeles
que	que
	,
por	por
fuerza	fuerza
	,
an	han
de	de
estar	estar
en	en
el	el
oficio	oficio
del	del
Ayuntamiento	ayuntamiento

Amsterd	Amsterdam
	,
17	17
noviembre	noviembre
1670	1670
Señor	Señor
mio	mío

Dios	Dios
nos	nos
da	da
la	la
victoria	victoria

dios	Dios
se	se
la	la
conserve	conserve
por	por
largos	largos
y	y
felises	felices
annos	años
,	,
dandole	dándole
los	los
aumentos	aumentos
y	y
bienes	bienes
que	que
deseo	deseo

sirbiendole	Sirviéndole
se	se
serbira	servirá
el	el
sr	señor
mi	mi
compe	compadre
de	de
desirselo	decírselo
	,
que	que
si	si
su	su
md	merced
sale	sale
de	de
alla	allá
antes	antes
que	que
yo	yo
de	de
aca	acá
pasare	pasaré
con	con
su	su
md	merced
	,
porque	porque
es	es
obligasion	obligación
mia	mía

i	Y
los	los
q	que
entraban	entraban
por	por
ellos	ellos
los	los
sacaban	sacaban
ahogados	ahogados

Mari	Mari
La	la
puerta	Puerta

yo	Yo
me	me
aflijo	aflijo
sin	sin
podello	podello
remediar	remediar

5	5
	:
siento	Siento
mucho	mucho
el	el
que	que
Vmd	VM
me	me
diga	diga
que	que
el	el
moso	mozo
le	le
aya	haya
maltratado	maltratado
por	por
cosa	cosa
tan	tan
tenua	tenue
como	como
era	era
el	el
estuche	estuche
ni	ni
la	la
caxa	caja
	;
si	si
no	no
	,
que	que
no	no
jusgase	juzgase
Vmd	VM
que	que
en	en
mi	mi
casa	casa
se	se
ubiese	hubiese
echo	hecho
ninguna	ninguna
villania	villanía
	,
porque	porque
es	es
la	la
cosa	cosa
que	que
mas	más
aboresco	aborrezco

respondio	Respondió
que	que
io	yo
q	que
pagava	pagaba
100	100
a	a
100	100
	,
y	y
que	que
el	él
mandava	mandaba
50	50

a	A
este	éste
le	le
prendieron	prendieron
todos	todos
sus	sus
ermanos	hermanos
en	en
madrid	Madrid
	,
que	que
son	son
los	los
chaves	Chávez

senora	Señora
mia	mía

sierto	Cierto
que	que
lo	lo
istimaremos	estimaremos
como	como
la	la
razon	razón
nos	nos
obliga	obliga
	;
mas	mas
como	como
en	en
nos	nos
ay	hay
tan	tan
pocos	pocos
mizisindos	mizisindos
,	,
no	no
mereseremos	mereceremos
a	a
que	que
vmd	VM
lo	lo
ponga	ponga
por	por
obra	obra
:	—
y	y
no	no
digo	digo
solo	sólo
vmd	VM
,	—
	,
sino	sino
que	que
o	o
bien	bien
o	o
mal	mal
avra	habrá
de	de
disponer	disponer
de	de
lo	lo
poco	poco
que	que
le	le
quedo	quedó
,	--
y	y
vinirse	venirse
con	con
toda	toda
su	su
caza	casa
sin	sin
ententar	intentar
a	a
vivir	vivir
mas	más
en	en
ese	ese
reino	reino
	,
que	que
paresera	parecerá
gran	gran
temiridad	temeridad
:	--
se	si
vmd	VM
lo	lo
ententa	intenta

y	Y
lo	lo
mismo	mismo
asen	hacen
mis	mis
hermanas	hermanas
y	y
hermanos	hermanos

en	En
la	la
panaderia	panadería
an	han
hecho	hecho
carneceria	carnicería
	,
adonde	adonde
be	ve
su	Su
masgestad	Majestad
los	los
toros	toros
	,
de	de
manera	manera
q	que
esta	está
todo	todo
lo	lo
de	de
ariba	arriba
abago	abajo

que	Que
Nro	Nuestro
